count,lat,lng,time
1.0,30.833988168824888,121.44782380434121,2019-07-19-12-39-16
1.0,30.834026163213462,121.46386902696818,2019-07-19-12-39-16
2.0,30.834040151076653,121.46913568484604,2019-07-19-12-39-16
1.0,30.83414949755455,121.50651638877922,2019-07-19-12-39-16
1.0,30.834182722480904,121.5180564094914,2019-07-19-12-39-16
1.0,30.83419172849601,121.52131729960419,2019-07-19-12-39-16
1.0,30.834193095360707,121.52181895432,2019-07-19-12-39-16
1.0,30.834194456980995,121.52232060321329,2019-07-19-12-39-16
1.0,30.834280612892318,121.465624472676,2019-07-19-12-39-16
1.0,30.834290009416893,121.46913566368117,2019-07-19-12-39-16
1.0,30.83440378347429,121.50802168920256,2019-07-19-12-39-16
1.0,30.834413293860983,121.51128313062395,2019-07-19-12-39-16
1.0,30.834427650319917,121.51630043532687,2019-07-19-12-39-16
1.0,30.8344388377273,121.52031395241896,2019-07-19-12-39-16
1.0,30.834439526891334,121.52056478613427,2019-07-19-12-39-16
1.0,30.8344429536832,121.52181893361634,2019-07-19-12-39-16
4.0,30.834444315303323,121.52232058251379,2019-07-19-12-39-16
1.0,30.834486304766802,121.4470718803085,2019-07-19-12-39-16
2.0,30.834493294718424,121.4503301995132,2019-07-19-12-39-16
1.0,30.83453379538374,121.46687841008344,2019-07-19-12-39-16
1.0,30.834588594884053,121.48619375407898,2019-07-19-12-39-16
1.0,30.834593060303163,121.48769908808586,2019-07-19-12-39-16
1.0,30.83459754046875,121.48920444148504,2019-07-19-12-39-16
1.0,30.8346283285891,121.4994912859524,2019-07-19-12-39-16
1.0,30.834669658315004,121.51354094681946,2019-07-19-12-39-16
1.0,30.834684535384124,121.51880890100571,2019-07-19-12-39-16
1.0,30.83468800561877,121.52006309661046,2019-07-19-12-39-16
1.0,30.83468869602403,121.52031393170262,2019-07-19-12-39-16
1.0,30.834692129197023,121.52156808627159,2019-07-19-12-39-16
1.0,30.834785665369132,121.46763078475249,2019-07-19-12-39-16
1.0,30.834923813356337,121.51504610646566,2019-07-19-12-39-16
1.0,30.834925237824553,121.51554782475833,2019-07-19-12-39-16
1.0,30.834937863889365,121.52006307589183,2019-07-19-12-39-16
1.0,30.834938554294546,121.52031391098608,2019-07-19-12-39-16
1.0,30.83494061801542,121.52106640796619,2019-07-19-12-39-16
1.0,30.834941987467122,121.5215680655655,2019-07-19-12-39-16
1.0,30.83494403186924,121.52232054111423,2019-07-19-12-39-16
1.0,30.835065580325697,121.47841658382028,2019-07-19-12-39-16
1.0,30.83509950174404,121.48995708247436,2019-07-19-12-39-16
1.0,30.835165768888317,121.51228656067343,2019-07-19-12-39-16
1.0,30.835183554294183,121.51855801648898,2019-07-19-12-39-16
1.0,30.835185643588023,121.51931054177167,2019-07-19-12-39-16
1.0,30.83518772213379,121.52006305517301,2019-07-19-12-39-16
2.0,30.83519252849329,121.5218188715043,2019-07-19-12-39-16
1.0,30.835193209964427,121.52206969669375,2019-07-19-12-39-16
1.0,30.835195246395973,121.52282216339462,2019-07-19-12-39-16
1.0,30.835286729973213,121.46813234804166,2019-07-19-12-39-16
2.0,30.83528808355321,121.46863396028454,2019-07-19-12-39-16
1.0,30.835377152805304,121.499240323775,2019-07-19-12-39-16
1.0,30.835379403799667,121.49999302168537,2019-07-19-12-39-16
1.0,30.83538015369218,121.50024392060817,2019-07-19-12-39-16
1.0,30.83538090334355,121.50049481931553,2019-07-19-12-39-16
