count,lat,lng,time
1.0,30.834032079856627,121.46612607205178,2019-07-18-20-50-40
1.0,30.834055428307945,121.47465388837615,2019-07-18-20-50-40
1.0,30.83405826497724,121.47565726978745,2019-07-18-20-50-40
1.0,30.83415979227205,121.51002876649761,2019-07-18-20-50-40
1.0,30.834183422392474,121.51830725508515,2019-07-18-20-50-40
1.0,30.83418412115728,121.5185580994138,2019-07-18-20-50-40
1.0,30.83418897940431,121.52031397313512,2019-07-18-20-50-40
1.0,30.83419241257813,121.52156812768321,2019-07-18-20-50-40
1.0,30.834281938197854,121.4661260508628,2019-07-18-20-50-40
1.0,30.834282603044375,121.46637684259386,2019-07-18-20-50-40
1.0,30.834284606224696,121.46712922818234,2019-07-18-20-50-40
1.0,30.83428932926824,121.46888485351678,2019-07-18-20-50-40
1.0,30.834290009416893,121.46913566368117,2019-07-18-20-50-40
1.0,30.834338736575788,121.48619377509789,2019-07-18-20-50-40
1.0,30.83434320199541,121.48769910909134,2019-07-18-20-50-40
1.0,30.834429064464082,121.516802142285,2019-07-18-20-50-40
1.0,30.83442976992997,121.51705299399848,2019-07-18-20-50-40
1.0,30.834433280716134,121.51830723435211,2019-07-18-20-50-40
1.0,30.83443676283426,121.51956144307906,2019-07-18-20-50-40
1.0,30.83444158681867,121.52131727889639,2019-07-18-20-50-40
2.0,30.834444315303323,121.52232058251379,2019-07-18-20-50-40
1.0,30.83444702244213,121.52332386241424,2019-07-18-20-50-40
1.0,30.834486304766802,121.4470718803085,2019-07-18-20-50-40
2.0,30.83453379538374,121.46687841008344,2019-07-18-20-50-40
1.0,30.834534464539335,121.46712920700114,2019-07-18-20-50-40
1.0,30.834535807080876,121.46763080592989,2019-07-18-20-50-40
1.0,30.83453850876789,121.46863402379307,2019-07-18-20-50-40
1.0,30.834541231984407,121.46963726762498,2019-07-18-20-50-40
1.0,30.83454191606628,121.46988808254065,2019-07-18-20-50-40
1.0,30.834593060303163,121.48769908808586,2019-07-18-20-50-40
