count,lat,lng,time
1.0,30.834040151076653,121.46913568484604,1563453932.163871
1.0,30.834055428307945,121.47465388837615,1563453932.163871
1.0,30.834183422392474,121.51830725508515,1563453932.163871
1.0,30.83418897940431,121.52031397313512,1563453932.163871
1.0,30.834189668568424,121.52056480684833,1563453932.163871
1.0,30.83419241257813,121.52156812768321,1563453932.163871
1.0,30.834284606224696,121.46712922818234,1563453932.163871
1.0,30.834290009416893,121.46913566368117,1563453932.163871
1.0,30.834338736575788,121.48619377509789,1563453932.163871
1.0,30.834339479670078,121.48644466261308,1563453932.163871
1.0,30.83434320199541,121.48769910909134,1563453932.163871
1.0,30.834429064464082,121.516802142285,1563453932.163871
1.0,30.83442976992997,121.51705299399848,1563453932.163871
1.0,30.83444158681867,121.52131727889639,1563453932.163871
2.0,30.834444315303323,121.52232058251379,1563453932.163871
1.0,30.8345331276533,121.46662761488095,1563453932.163871
2.0,30.83453379538374,121.46687841008344,1563453932.163871
1.0,30.834534464539335,121.46712920700114,1563453932.163871
1.0,30.83453850876789,121.46863402379307,1563453932.163871
1.0,30.834541231984407,121.46963726762498,1563453932.163871
1.0,30.83454191606628,121.46988808254065,1563453932.163871
1.0,30.834593060303163,121.48769908808586,1563453932.163871
1.0,30.83463132859046,121.50049488198707,1563453932.163871
2.0,30.834654377540023,121.50827255297123,1563453932.163871
1.0,30.834681738055878,121.51780552117155,1563453932.163871
1.0,30.834684535384124,121.51880890100571,1563453932.163871
1.0,30.834691445115066,121.5213172581884,1563453932.163871
1.0,30.834692129197023,121.52156808627159,1563453932.163871
1.0,30.834692811979433,121.52181891291252,1563453932.163871
1.0,30.83478298594189,121.46662759369555,1563453932.163871
1.0,30.834787013475488,121.46813239038897,1563453932.163871
1.0,30.834788367055815,121.46863400262376,1563453932.163871
1.0,30.834793834280372,121.47064051541851,1563453932.163871
1.0,30.834847398749776,121.48920442049285,1563453932.163871
1.0,30.834877436328544,121.49924036557886,1563453932.163871
1.0,30.834932297373385,121.51805634728532,1563453932.163871
1.0,30.834938554294546,121.52031391098608,1563453932.163871
1.0,30.834941303385246,121.52131723748023,1563453932.163871
1.0,30.834942670249447,121.5218188922085,1563453932.163871
1.0,30.83501917070498,121.46136129211992,1563453932.163871
1.0,30.835021081421814,121.46211356675957,1563453932.163871
1.0,30.835036196994366,121.46788156556377,1563453932.163871
1.0,30.835104749122095,121.49171335617282,1563453932.163871
1.0,30.835134041053053,121.50149843257083,1563453932.163871
1.0,30.835134789303865,121.50174932997278,1563453932.163871
1.0,30.835185643588023,121.51931054177167,1563453932.163871
3.0,30.835191161629258,121.52131721677186,1563453932.163871
2.0,30.83519252849329,121.5218188715043,1563453932.163871
1.0,30.835193209964427,121.52206969669375,1563453932.163871
1.0,30.835286055230256,121.467881544388,1563453932.163871
1.0,30.83528808355321,121.46863396028454,1563453932.163871
1.0,30.835297008890265,121.47189459332905,1563453932.163871
1.0,30.835373397539808,121.4979858243564,1563453932.163871
1.0,30.835378653679005,121.49974212256218,1563453932.163871
1.0,30.83544033447749,121.5210663665451,1563453932.163871
1.0,30.83544101984715,121.52131719606332,1563453932.163871
1.0,30.835441703928858,121.52156802415274,1563453932.163871
1.0,30.83544442714474,121.52257132195403,1563453932.163871
1.0,30.835535913440072,121.46788152321204,1563453932.163871
1.0,30.835540664977977,121.46963718297911,1563453932.163871
1.0,30.835546867098756,121.47189457218586,1563453932.163871
1.0,30.835625509374633,121.49873850346052,1563453932.163871
1.0,30.83562776154238,121.49949120235374,1563453932.163871
1.0,30.835628511878088,121.4997421016645,1563453932.163871
4.0,30.835629261998662,121.49999300078996,1563453932.163871
2.0,30.835630011891094,121.50024389971502,1563453932.163871
1.0,30.835633008919352,121.50124749311013,1563453932.163871
1.0,30.835647166616855,121.5060144851119,1563453932.163871
1.0,30.835683968311354,121.51880881808786,1563453932.163871
1.0,30.835690878038974,121.52131717535457,1563453932.163871
1.0,30.835691562120598,121.52156800344608,1563453932.163871
1.0,30.83569292637365,121.52206965528892,1563453932.163871
1.0,30.835850574330955,121.49045881022256,1563453932.163871
1.0,30.835868603649022,121.49648038073842,1563453932.163871
1.0,30.835874616482073,121.49848758265021,1563453932.163871
1.0,30.835875367548034,121.49873848255358,1563453932.163871
1.0,30.835878370051145,121.49974208076661,1563453932.163871
1.0,30.835879120171633,121.49999297989434,1563453932.163871
2.0,30.83587987006398,121.50024387882166,1563453932.163871
1.0,30.835880619715176,121.50049477753356,1563453932.163871
1.0,30.835881369112226,121.50074567601492,1563453932.163871
1.0,30.83588361564855,121.50149836992529,1563453932.163871
1.0,30.83588436389911,121.50174926733403,1563453932.163871
1.0,30.835919667907614,121.51379170893577,1563453932.163871
1.0,30.835940736204776,121.52131715464564,1563453932.163871
1.0,30.835942103068312,121.52181880939054,1563453932.163871
1.0,30.835942784539203,121.52206963458622,1563453932.163871
1.0,30.83603161069972,121.46637669427938,1563453932.163871
1.0,30.83603495641887,121.46763067886259,1563453932.163871
1.0,30.83609743769474,121.48945520943394,1563453932.163871
1.0,30.83609818594519,121.48970610377259,1563453932.163871
1.0,30.83613047786201,121.50049475664228,1563453932.163871
1.0,30.836131227258974,121.5007456551259,1563453932.163871
1.0,30.8361364648307,121.50250193679244,1563453932.163871
1.0,30.83614688293274,121.50601444342871,1563453932.163871
1.0,30.836285487913596,121.46788145968296,1563453932.163871
1.0,30.836286162656222,121.46813226334469,1563453932.163871
1.0,30.836302036028815,121.47390117573373,1563453932.163871
1.0,30.836325054672763,121.48192862711501,1563453932.163871
1.0,30.836351789653403,121.4909605604682,1563453932.163871
1.0,30.83635253954556,121.49121145709572,1563453932.163871
1.0,30.836375834719714,121.49898934052206,1563453932.163871
1.0,30.83637658544638,121.49924024016497,1563453932.163871
1.0,30.836379586331894,121.50024383703439,1563453932.163871
1.0,30.836380335982923,121.5004947357508,1563453932.163871
1.0,30.8363810853798,121.5007456342367,1563453932.163871
4.0,30.836384828097323,121.5020001226814,1563453932.163871
1.0,30.83639674105178,121.50601442258683,1563453932.163871
1.0,30.836406321313643,121.50927593857473,1563453932.163871
1.0,30.836437703369803,121.52031378668289,1563453932.163871
1.0,30.836504189298363,121.45559434529825,1563453932.163871
1.0,30.836578584937378,121.48318298875242,1563453932.163871
1.0,30.836602397643755,121.49121143612022,1563453932.163871
1.0,30.836626443541842,121.49924021926198,1563453932.163871
1.0,30.836627194079327,121.49949111875202,1563453932.163871
2.0,30.83662794441469,121.49974201807183,1563453932.163871
2.0,30.836628694534927,121.49999291720634,1563453932.163871
1.0,30.836629444427015,121.50024381614047,1563453932.163871
1.0,30.836630194077955,121.50049471485914,1563453932.163871
1.0,30.83663094347475,121.50074561334729,1563453932.163871
1.0,30.836633938260608,121.50174920469355,1563453932.163871
1.0,30.836648079654665,121.50651618041185,1563453932.163871
1.0,30.836648819070103,121.50676706886856,1563453932.163871
2.0,30.83679269964056,121.47064034618779,1563453932.163871
1.0,30.836793388803677,121.47089116726627,1563453932.163871
1.0,30.83682403847765,121.48167771103695,1563453932.163871
1.0,30.836824770849624,121.48192858499849,1563453932.163871
1.0,30.836875550884987,121.49898929871136,1563453932.163871
1.0,30.836876301611483,121.4992401983588,1563453932.163871
1.0,30.836877052148882,121.4994910978511,1563453932.163871
1.0,30.83687780248416,121.49974199717317,1563453932.163871
1.0,30.83687855260431,121.49999289630996,1563453932.163871
1.0,30.8370391309072,121.46938624263807,1563453932.163871
1.0,30.837039813688694,121.46963705600447,1563453932.163871
1.0,30.83704049776974,121.46988787094061,1563453932.163871
1.0,30.837078301061798,121.48318294665758,1563453932.163871
1.0,30.837079037466168,121.4834338256781,1563453932.163871
1.0,30.837111878378686,121.49447307480568,1563453932.163871
