count,lat,lng,time
1.0,30.837293713980337,121.6092034605836,2019-07-18-21-08-43
1.0,30.837546908665153,121.602955900826,2019-07-18-21-08-43
1.0,30.83754550392043,121.605954943273,2019-07-18-21-08-43
1.0,30.845293578350326,121.58720314735125,2019-07-18-21-08-43
1.0,30.84579409062247,121.5952057178501,2019-07-18-21-08-43
1.0,30.846473586302615,121.65613926243597,2019-07-18-21-08-43
1.0,30.85178787745963,121.60495414731324,2019-07-18-21-08-43
1.0,30.85303421389407,121.60995176213187,2019-07-18-21-08-43
1.0,30.853287016603268,121.60495402500506,2019-07-18-21-08-43
1.0,30.861265939374682,121.6241887633795,2019-07-18-21-08-43
1.0,30.862017828978978,121.62219091217217,2019-07-18-21-08-43
1.0,30.8632830169521,121.58645126863883,2019-07-18-21-08-43
1.0,30.863531267564234,121.58244857050109,2019-07-18-21-08-43
1.0,30.863532711286755,121.58595095831171,2019-07-18-21-08-43
1.0,30.86353287254154,121.58645124824587,2019-07-18-21-08-43
1.0,30.863533093386756,121.58720165921596,2019-07-18-21-08-43
1.0,30.863782648886566,121.58620108448177,2019-07-18-21-08-43
1.0,30.863783677094297,121.59595433099216,2019-07-18-21-08-43
2.0,30.86577931753356,121.5811973818632,2019-07-18-21-08-43
1.0,30.865742626110613,121.63891805113097,2019-07-18-21-08-43
1.0,30.865740619443006,121.640166044723,2019-07-18-21-08-43
1.0,30.86571805599666,121.6531432958042,2019-07-18-21-08-43
1.0,30.865994453684866,121.63766999848227,2019-07-18-21-08-43
1.0,30.866248519783433,121.63492416369088,2019-07-18-21-08-43
1.0,30.86624430904219,121.63766997799333,2019-07-18-21-08-43
1.0,30.866504160760616,121.63092985057834,2019-07-18-21-08-43
1.0,30.866498375121342,121.63492414321334,2019-07-18-21-08-43
1.0,30.866469447607663,121.6521450830264,2019-07-18-21-08-43
1.0,30.866782029441463,121.59195333328631,2019-07-18-21-08-43
1.0,30.866754016079383,121.63092983011646,2019-07-18-21-08-43
1.0,30.866996955384565,121.63567298092505,2019-07-18-21-08-43
1.0,30.867747651514616,121.63492404082278,2019-07-18-21-08-43
1.0,30.868001885573133,121.63192834550001,2019-07-18-21-08-43
1.0,30.867975751820648,121.64815221389762,2019-07-18-21-08-43
1.0,30.86825138485242,121.63217797470494,2019-07-18-21-08-43
1.0,30.86824847831531,121.63417510551996,2019-07-18-21-08-43
1.0,30.86849796293955,121.63442471825557,2019-07-18-21-08-43
1.0,30.834183422392474,121.51830725508515,2019-07-18-21-08-43
1.0,30.834189668568424,121.52056480684833,2019-07-18-21-08-43
1.0,30.834426941665807,121.51604958011025,2019-07-18-21-08-43
1.0,30.834427650319917,121.51630043532687,2019-07-18-21-08-43
1.0,30.834431177589103,121.51755469382442,2019-07-18-21-08-43
1.0,30.834433979480853,121.51855807868287,2019-07-18-21-08-43
1.0,30.83443537352238,121.51905976349386,2019-07-18-21-08-43
1.0,30.83443676283426,121.51956144307906,2019-07-18-21-08-43
1.0,30.834437455687027,121.51981228087773,2019-07-18-21-08-43
1.0,30.834442270900706,121.5215681069775,2019-07-18-21-08-43
1.0,30.834443635154585,121.52206975879959,2019-07-18-21-08-43
1.0,30.834669658315004,121.51354094681946,2019-07-18-21-08-43
1.0,30.83468243910212,121.51805636802086,2019-07-18-21-08-43
1.0,30.83468523181952,121.51905974276697,2019-07-18-21-08-43
1.0,30.834692129197023,121.52156808627159,2019-07-18-21-08-43
1.0,30.83469417359939,121.52232056181411,2019-07-18-21-08-43
1.0,30.85327888296907,121.91479798669855,2019-07-18-21-08-43
1.0,30.854783085420557,121.88929367806044,2019-07-18-21-08-43
1.0,30.857028002041005,121.91304847065682,2019-07-18-21-08-43
1.0,30.85723593638705,121.84747422853542,2019-07-18-21-08-43
1.0,30.859525285723837,121.91479748107838,2019-07-18-21-08-43
1.0,30.85977740097297,121.9115487957504,2019-07-18-21-08-43
1.0,30.86077617959658,121.91254836287948,2019-07-18-21-08-43
1.0,30.860776011427753,121.91279826671982,2019-07-18-21-08-43
1.0,30.860773361410534,121.91629657794395,2019-07-18-21-08-43
1.0,30.86102630243006,121.88278692957229,2019-07-18-21-08-43
1.0,30.86123195284406,121.8464715729709,2019-07-18-21-08-43
1.0,30.86127661203469,121.88353772980484,2019-07-18-21-08-43
1.0,30.834032079856627,121.46612607205178,2019-07-18-21-08-43
1.0,30.834040151076653,121.46913568484604,2019-07-18-21-08-43
1.0,30.83412410614939,121.4979859289213,2019-07-18-21-08-43
1.0,30.834183422392474,121.51830725508515,2019-07-18-21-08-43
1.0,30.834189668568424,121.52056480684833,2019-07-18-21-08-43
1.0,30.834281938197854,121.4661260508628,2019-07-18-21-08-43
1.0,30.834282603044375,121.46637684259386,2019-07-18-21-08-43
1.0,30.8342832693385,121.46662763606615,2019-07-18-21-08-43
1.0,30.834284606224696,121.46712922818234,2019-07-18-21-08-43
1.0,30.839157285204823,121.79810408188823,2019-07-18-21-08-43
1.0,30.839656593006705,121.79785347654378,2019-07-18-21-08-43
1.0,30.84215557649318,121.79810383362589,2019-07-18-21-08-43
1.0,30.84215680658506,121.79885553397993,2019-07-18-21-08-43
1.0,30.84590060755118,121.79634960548704,2019-07-18-21-08-43
1.0,30.848608150022468,121.73328003836833,2019-07-18-21-08-43
1.0,30.849136658322905,121.78833241664096,2019-07-18-21-08-43
1.0,30.849403903175745,121.79960664685169,2019-07-18-21-08-43
1.0,30.851901641471777,121.79910529670485,2019-07-18-21-08-43
1.0,30.85364069905001,121.79284135083303,2019-07-18-21-08-43
1.0,30.854110748112973,121.76779799176501,2019-07-18-21-08-43
1.0,30.854138151182667,121.79133814411784,2019-07-18-21-08-43
1.0,30.854358363469224,121.76479432384598,2019-07-18-21-08-43
1.0,30.854358538201065,121.7650446136476,2019-07-18-21-08-43
1.0,30.854608394504712,121.76504459280628,2019-07-18-21-08-43
1.0,30.854889980642444,121.79284124719631,2019-07-18-21-08-43
