FID,Id,x,y
0,0,120.903634999999990,31.016311999999999
1,0,120.903634999999990,31.084712000000000
2,0,120.903634999999990,31.153112000000000
3,0,120.992327000000000,30.811112000000001
4,0,120.992327000000000,30.879511999999998
5,0,120.992327000000000,30.947911999999999
6,0,120.992327000000000,31.016311999999999
7,0,120.992327000000000,31.084712000000000
8,0,120.992327000000000,31.153112000000000
9,0,121.081019000000000,30.811112000000001
10,0,121.081019000000000,30.879511999999998
11,0,121.081019000000000,30.947911999999999
12,0,121.081019000000000,31.016311999999999
13,0,121.081019000000000,31.084712000000000
14,0,121.081019000000000,31.153112000000000
15,0,121.081019000000000,31.221512000000001
16,0,121.081019000000000,31.289912000000001
17,0,121.081019000000000,31.358312000000002
18,0,121.081019000000000,31.426711999999998
20,0,121.169711000000010,30.742712000000001
21,0,121.169711000000010,30.811112000000001
22,0,121.169711000000010,30.879511999999998
23,0,121.169711000000010,30.947911999999999
24,0,121.169711000000010,31.016311999999999
25,0,121.169711000000010,31.084712000000000
26,0,121.169711000000010,31.153112000000000
27,0,121.169711000000010,31.221512000000001
28,0,121.169711000000010,31.289912000000001
29,0,121.169711000000010,31.358312000000002
30,0,121.169711000000010,31.426711999999998
31,0,121.169711000000010,31.495111999999999
35,0,121.258403000000000,30.674312000000000
36,0,121.258403000000000,30.742712000000001
37,0,121.258403000000000,30.811112000000001
38,0,121.258403000000000,30.879511999999998
39,0,121.258403000000000,30.947911999999999
40,0,121.258403000000000,31.016311999999999
41,0,121.258403000000000,31.084712000000000
42,0,121.258403000000000,31.153112000000000
43,0,121.258403000000000,31.221512000000001
44,0,121.258403000000000,31.289912000000001
45,0,121.258403000000000,31.358312000000002
46,0,121.258403000000000,31.426711999999998
47,0,121.258403000000000,31.495111999999999
53,0,121.347095000000000,30.674312000000000
54,0,121.347095000000000,30.742712000000001
55,0,121.347095000000000,30.811112000000001
56,0,121.347095000000000,30.879511999999998
57,0,121.347095000000000,30.947911999999999
58,0,121.347095000000000,31.016311999999999
59,0,121.347095000000000,31.084712000000000
60,0,121.347095000000000,31.153112000000000
61,0,121.347095000000000,31.221512000000001
62,0,121.347095000000000,31.289912000000001
63,0,121.347095000000000,31.358312000000002
64,0,121.347095000000000,31.426711999999998
65,0,121.347095000000000,31.495111999999999
66,0,121.347095000000000,31.563511999999999
72,0,121.435787000000000,30.742712000000001
73,0,121.435787000000000,30.811112000000001
74,0,121.435787000000000,30.879511999999998
75,0,121.435787000000000,30.947911999999999
76,0,121.435787000000000,31.016311999999999
77,0,121.435787000000000,31.084712000000000
78,0,121.435787000000000,31.153112000000000
79,0,121.435787000000000,31.221512000000001
80,0,121.435787000000000,31.289912000000001
81,0,121.435787000000000,31.358312000000002
82,0,121.435787000000000,31.426711999999998
83,0,121.435787000000000,31.495111999999999
89,0,121.524479000000000,30.811112000000001
90,0,121.524479000000000,30.879511999999998
91,0,121.524479000000000,30.947911999999999
92,0,121.524479000000000,31.016311999999999
93,0,121.524479000000000,31.084712000000000
94,0,121.524479000000000,31.153112000000000
95,0,121.524479000000000,31.221512000000001
96,0,121.524479000000000,31.289912000000001
97,0,121.524479000000000,31.358312000000002
98,0,121.524479000000000,31.426711999999998
104,0,121.613170999999990,30.811112000000001
105,0,121.613170999999990,30.879511999999998
106,0,121.613170999999990,30.947911999999999
107,0,121.613170999999990,31.016311999999999
108,0,121.613170999999990,31.084712000000000
109,0,121.613170999999990,31.153112000000000
110,0,121.613170999999990,31.221512000000001
111,0,121.613170999999990,31.289912000000001
112,0,121.613170999999990,31.358312000000002
113,0,121.613170999999990,31.426711999999998
119,0,121.701863000000000,30.811112000000001
120,0,121.701863000000000,30.879511999999998
121,0,121.701863000000000,30.947911999999999
122,0,121.701863000000000,31.016311999999999
123,0,121.701863000000000,31.084712000000000
124,0,121.701863000000000,31.153112000000000
125,0,121.701863000000000,31.221512000000001
126,0,121.701863000000000,31.289912000000001
127,0,121.701863000000000,31.358312000000002
133,0,121.790555000000000,30.811112000000001
134,0,121.790555000000000,30.879511999999998
135,0,121.790555000000000,30.947911999999999
136,0,121.790555000000000,31.016311999999999
137,0,121.790555000000000,31.084712000000000
138,0,121.790555000000000,31.153112000000000
139,0,121.790555000000000,31.221512000000001
140,0,121.790555000000000,31.289912000000001
146,0,121.879247000000010,30.811112000000001
147,0,121.879247000000010,30.879511999999998
148,0,121.879247000000010,30.947911999999999
149,0,121.879247000000010,31.016311999999999
150,0,121.879247000000010,31.084712000000000
151,0,121.879247000000010,31.153112000000000
152,0,121.879247000000010,31.221512000000001
159,0,121.967939000000000,30.879511999999998
160,0,121.967939000000000,30.947911999999999
161,0,121.967939000000000,31.016311999999999
162,0,121.967939000000000,31.153112000000000
